Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"615"	"POU3F1"	"610.5"	"Literature ChIP-seq,135;ARCHS4 Coexpression,1069;Enrichr Queries,516;GTEx Coexpression,722"	"NGFR,CXCL10,SERTAD4,FOXG1,SLITRK5,NPTX1,KCTD4,CLDN1"
"gene_set_query"	"616"	"ZNF443"	"611.0"	"ARCHS4 Coexpression,1478;Enrichr Queries,187;GTEx Coexpression,168"	"CXCL10,VNN1,VNN2,PSAT1,CCL5,TNC,TNFAIP3,EVI2B,GBP2,IFIT2,BIRC3"
"gene_set_query"	"617"	"FERD3L"	"611.3"	"ARCHS4 Coexpression,912;Enrichr Queries,835;GTEx Coexpression,87"	"CXCL10,PSAT1,FOXG1,STEAP1,LINC02015"
"gene_set_query"	"618"	"TBPL2"	"612.5"	"ARCHS4 Coexpression,557;GTEx Coexpression,668"	"MRGPRX3,CLDN1"
"gene_set_query"	"619"	"ZNF483"	"612.7"	"ARCHS4 Coexpression,405;Enrichr Queries,488;GTEx Coexpression,945"	"CXCL10,DNER,TNC,SLITRK5,NPTX1,JAKMIP2,CDR1"
"gene_set_query"	"620"	"RFX6"	"613.7"	"ARCHS4 Coexpression,222;Enrichr Queries,120;GTEx Coexpression,1499"	"RGS4,DPP4,CPM,CXCL10,CXCL11,PARM1,BEX1,MAOB,WIF1,BMPR1B,HAPLN1"
"gene_set_query"	"621"	"HOXD12"	"613.7"	"ARCHS4 Coexpression,255;Enrichr Queries,829;GTEx Coexpression,757"	"CXCL10,WIF1,FOXG1,OLFML1,FGF10"
"gene_set_query"	"622"	"HOXD13"	"613.8"	"Literature ChIP-seq,152;ARCHS4 Coexpression,926;Enrichr Queries,669;GTEx Coexpression,708"	"CXCL10,FOXG1,TNC,FGF10"
"gene_set_query"	"623"	"HOXC8"	"616.0"	"ARCHS4 Coexpression,1062;Enrichr Queries,711;GTEx Coexpression,75"	"CXCL10,ANGPT1,TNC,SVEP1,STEAP1,LINC02015"
"gene_set_query"	"624"	"KLF1"	"617.6"	"Literature ChIP-seq,42;ARCHS4 Coexpression,991;Enrichr Queries,808;ReMap ChIP-seq,190;GTEx Coexpression,1057"	"C3,CXCL10,IL6,RSAD2,IL1B,SLITRK5,STEAP1,PLXDC2,CD24,HAPLN1,ICAM1"
"gene_set_query"	"625"	"ATF2"	"618.6"	"ARCHS4 Coexpression,604;ENCODE ChIP-seq,96;Enrichr Queries,1292;ReMap ChIP-seq,194;GTEx Coexpression,907"	"BEX1,PSAT1,CCL5,EVI2B,SNORD82"
"gene_set_query"	"626"	"ZNF461"	"619.3"	"ARCHS4 Coexpression,859;Enrichr Queries,581;GTEx Coexpression,418"	"CXCL10,CXCL8,KCND2,TNFAIP3,NPTX1,BIRC3"
"gene_set_query"	"627"	"SIX6"	"620.3"	"ARCHS4 Coexpression,462;Enrichr Queries,840;GTEx Coexpression,559"	"CXCL10,BEX1,PSAT1,FOXG1,CD24"
"gene_set_query"	"628"	"ZBTB12"	"621.0"	"ARCHS4 Coexpression,829;Enrichr Queries,593;GTEx Coexpression,441"	"C3,CXCL10,PSAT1,LINC02015,IFIT2"
"gene_set_query"	"629"	"NR2E3"	"621.0"	"ARCHS4 Coexpression,523;Enrichr Queries,719"	"DPP4,CXCL10,EHF,MRGPRX3"
"gene_set_query"	"630"	"TCF23"	"621.7"	"ARCHS4 Coexpression,1549;Enrichr Queries,143;GTEx Coexpression,173"	"C3,DPP4,CPM,CXCL10,EHF,TMEM158,VCAM1,MAOB,IL1B,CCL5,TNC"
"gene_set_query"	"631"	"ZFP42"	"621.8"	"Literature ChIP-seq,91;ARCHS4 Coexpression,358;Enrichr Queries,618;GTEx Coexpression,1420"	"DPP4,CXCL10,KCND2,PCDHB2,PSAT1,MYBPH,CD24,NID2,IFIT2"
"gene_set_query"	"632"	"IKZF4"	"622.0"	"ARCHS4 Coexpression,241;Enrichr Queries,933;GTEx Coexpression,692"	"CXCL10,BEX1,PCDHB2,FOXG1,TNFAIP3,RAB27B"
"gene_set_query"	"633"	"SOX13"	"622.0"	"ARCHS4 Coexpression,709;Enrichr Queries,1075;ReMap ChIP-seq,177;GTEx Coexpression,527"	"C3,CCL20,SERPING1,PLXDC2,CD24"
"gene_set_query"	"634"	"KLF13"	"623.5"	"ARCHS4 Coexpression,580;Enrichr Queries,1111;ReMap ChIP-seq,106;GTEx Coexpression,697"	"C3,TNFAIP3,NPTX1,EVI2B,ICAM1"
"gene_set_query"	"635"	"WT1"	"624.8"	"Literature ChIP-seq,97;ARCHS4 Coexpression,1380;Enrichr Queries,449;GTEx Coexpression,573"	"C3,CXCL10,IL6,SERTAD4,FOXG1,OLFML1,TNC,PADI2,NPTX1,PLXDC2,CD24,ICAM1"
"gene_set_query"	"636"	"ZNF256"	"627.0"	"ARCHS4 Coexpression,514;Enrichr Queries,464;GTEx Coexpression,903"	"CXCL10,CXCL8,PSAT1,TNFAIP3,CLDN1,BIRC3"
"gene_set_query"	"637"	"TIGD3"	"627.7"	"ARCHS4 Coexpression,414;Enrichr Queries,971;GTEx Coexpression,498"	"CXCL10,RSAD2,VNN2,EVI2B"
"gene_set_query"	"638"	"ZBTB16"	"628.8"	"ARCHS4 Coexpression,702;Enrichr Queries,538;ReMap ChIP-seq,64;GTEx Coexpression,1211"	"C3,CXCL10,VCAM1,TNFAIP6,PSAT1,APOD,ABCA8,SNORD82"
"gene_set_query"	"639"	"ZNF23"	"629.7"	"ARCHS4 Coexpression,647;Enrichr Queries,450;GTEx Coexpression,792"	"CXCL10,BEX1,RSAD2,TNC,TNFAIP3,IFIT2"
"gene_set_query"	"640"	"VENTX"	"630.0"	"ARCHS4 Coexpression,1312;Enrichr Queries,176;GTEx Coexpression,402"	"PPP1R14A,CXCL10,IL6,CXCL8,IL1B,EVI2B,PLXDC2,TLR2,ICAM1"
"gene_set_query"	"641"	"DMRTA1"	"630.3"	"ARCHS4 Coexpression,325;Enrichr Queries,260;GTEx Coexpression,1306"	"CPM,CXCL10,SERTAD4,PCDHB2,PSAT1,FOXG1,PLXDC2,BMPR1B,CLDN1"
"gene_set_query"	"642"	"CTCF"	"630.3"	"Literature ChIP-seq,29;ARCHS4 Coexpression,1051;ENCODE ChIP-seq,5;Enrichr Queries,1327;ReMap ChIP-seq,277;GTEx Coexpression,1093"	"NGFR,PPP1R14A,PARM1,KCND2,ELN,FUCA1,TNFAIP3,CLDN1,ICAM1,IL6,TMEM158,PCDHB2,WIF1,DNER,SLITRK5,STEAP1,BIRC3"
"gene_set_query"	"643"	"HOXA2"	"630.5"	"Literature ChIP-seq,162;ARCHS4 Coexpression,1361;Enrichr Queries,544;GTEx Coexpression,455"	"RGS4,PPP1R14A,CXCL10,VCAM1,TNC"
"gene_set_query"	"644"	"ZFP57"	"631.3"	"ARCHS4 Coexpression,483;Enrichr Queries,108;GTEx Coexpression,1303"	"C3,CXCL10,VCAM1,RSAD2,ANGPT1,CCL5,TNC,SERPING1,APOD,CD24,NID2,ICAM1"
"gene_set_query"	"645"	"ATF5"	"631.7"	"ARCHS4 Coexpression,795;Enrichr Queries,202;GTEx Coexpression,898"	"C3,CXCL10,RSAD2,PSAT1,SERPING1,GBP2,ICAM1,IFIT2"
"gene_set_query"	"646"	"ZNF667"	"632.0"	"ARCHS4 Coexpression,1261;Enrichr Queries,515;GTEx Coexpression,120"	"C3,CXCL10,BEX1,PSAT1,PLPPR4,JAKMIP2"
"gene_set_query"	"647"	"E2F3"	"634.7"	"ARCHS4 Coexpression,868;Enrichr Queries,895;GTEx Coexpression,141"	"PSAT1,TNFAIP3,TM6SF1,EVI2B,TLR2"
"gene_set_query"	"648"	"TET3"	"634.7"	"ARCHS4 Coexpression,848;ReMap ChIP-seq,296;GTEx Coexpression,760"	"CLDN1"
"gene_set_query"	"649"	"BNC1"	"635.0"	"ARCHS4 Coexpression,1123;Enrichr Queries,87;GTEx Coexpression,695"	"RGS4,C3,DPP4,CXCL10,IL6,SERPINB2,MMP3,TNC,SVEP1,CLDN1,NID2"
"gene_set_query"	"650"	"ZNF91"	"636.3"	"ARCHS4 Coexpression,615;Enrichr Queries,879;GTEx Coexpression,415"	"CXCL10,KCND2,FOXG1,NPTX1,GBP2"
"gene_set_query"	"651"	"POU6F2"	"636.3"	"ARCHS4 Coexpression,722;Enrichr Queries,1155;GTEx Coexpression,32"	"RGS4,BEX1,FOXG1,DNER,SLITRK5,RXFP1"
"gene_set_query"	"652"	"FOXE3"	"636.7"	"ARCHS4 Coexpression,1037;Enrichr Queries,821;GTEx Coexpression,52"	"NGFR,CXCL10,FOXG1,APOD,BMPR1B,JAKMIP2"
"gene_set_query"	"653"	"ZNF497"	"637.0"	"ARCHS4 Coexpression,661;Enrichr Queries,1012;GTEx Coexpression,238"	"CXCL10,KCND2,NPTX1,PTCHD4"
"gene_set_query"	"654"	"ZNF534"	"637.0"	"ARCHS4 Coexpression,886;GTEx Coexpression,388"	"KCND2,JAKMIP2"
"gene_set_query"	"655"	"SREBF1"	"637.3"	"Literature ChIP-seq,86;ARCHS4 Coexpression,1125;ENCODE ChIP-seq,97;Enrichr Queries,781;ReMap ChIP-seq,250;GTEx Coexpression,1485"	"C3,NGFR,TMEM158,PSAT1,SOD2,ICAM1,IFIT2"
"gene_set_query"	"656"	"HOXA1"	"639.3"	"ARCHS4 Coexpression,851;Enrichr Queries,434;GTEx Coexpression,633"	"DPP4,CXCL10,SERPINB2,TNC,TNFAIP3,ICAM1"
"gene_set_query"	"657"	"ZNF195"	"640.0"	"ARCHS4 Coexpression,524;Enrichr Queries,1021;GTEx Coexpression,375"	"KCND2,PSAT1,PLXDC2,CD24"
"gene_set_query"	"658"	"ALX3"	"640.7"	"ARCHS4 Coexpression,1151;Enrichr Queries,508;GTEx Coexpression,263"	"NGFR,CXCL10,BEX1,TMEM158,FOXG1,CRLF1"
"gene_set_query"	"659"	"MNX1"	"641.0"	"Literature ChIP-seq,92;ARCHS4 Coexpression,690;Enrichr Queries,846;GTEx Coexpression,936"	"CXCL10,PARM1,CSF2,FOXG1,CCL5,DNER,STC1,NPTX1,NID2"
"gene_set_query"	"660"	"FOXF2"	"641.3"	"ARCHS4 Coexpression,710;Enrichr Queries,183;GTEx Coexpression,1031"	"CXCL10,IL6,VCAM1,TNC,TNFAIP3,STC1,NPTX1,NID2"
"gene_set_query"	"661"	"USF2"	"641.4"	"ARCHS4 Coexpression,1283;ENCODE ChIP-seq,56;Enrichr Queries,1328;ReMap ChIP-seq,90;GTEx Coexpression,450"	"C3,DPP4,PPP1R14A,BEX1,WIF1,FUCA1,TNFAIP3,SNORD82,JAKMIP2,ICAM1,BIRC3"
"gene_set_query"	"662"	"FOXC1"	"642.0"	"ARCHS4 Coexpression,975;Enrichr Queries,927;GTEx Coexpression,24"	"ACAN,PPP1R14A,CXCL10,TNC,PLXDC2,CRLF1"
"gene_set_query"	"663"	"CBX2"	"642.2"	"ARCHS4 Coexpression,1160;ENCODE ChIP-seq,9;Enrichr Queries,1141;ReMap ChIP-seq,67;GTEx Coexpression,834"	"ANKRD29,NGFR,EHF,MAOB,ELN,RXFP1,RANBP3L,SERTAD4,TMEM158,PSAT1,OLFML1,SERPING1,SAA2,NPTX1,CD24,BMPR1B,TLR2"
"gene_set_query"	"664"	"SREBF2"	"642.3"	"Literature ChIP-seq,134;ARCHS4 Coexpression,1472;ENCODE ChIP-seq,115;Enrichr Queries,1254;ReMap ChIP-seq,235;GTEx Coexpression,644"	"C3,SQOR,SLITRK5"
"gene_set_query"	"665"	"ZNF75D"	"643.0"	"ARCHS4 Coexpression,338;Enrichr Queries,217;GTEx Coexpression,1374"	"C3,CXCL10,VNN2,TNC,TNFAIP3,GBP2,EVI2B,IFIT2,BIRC3"
"gene_set_query"	"666"	"HOXB6"	"643.3"	"ARCHS4 Coexpression,965;Enrichr Queries,553;GTEx Coexpression,412"	"C3,CXCL10,FUCA1,SQOR,TNC,IFIT2"
"gene_set_query"	"667"	"ZNF648"	"643.7"	"ARCHS4 Coexpression,313;Enrichr Queries,807;GTEx Coexpression,811"	"EHF,MRGPRX3,PADI2,PLXDC2"
"gene_set_query"	"668"	"ZFP30"	"644.3"	"ARCHS4 Coexpression,824;Enrichr Queries,768;GTEx Coexpression,341"	"CPM,CXCL10,KCND2,TNFAIP3,NPTX1"
"gene_set_query"	"669"	"ZSCAN18"	"645.0"	"ARCHS4 Coexpression,548;Enrichr Queries,648;GTEx Coexpression,739"	"C3,CXCL10,BEX1,PLXDC2"
"gene_set_query"	"670"	"PURB"	"645.5"	"ARCHS4 Coexpression,900;GTEx Coexpression,391"	"KCND2,NPTX1"
"gene_set_query"	"671"	"VSX2"	"648.0"	"ARCHS4 Coexpression,911;Enrichr Queries,832;GTEx Coexpression,201"	"PLPPR4,FOXG1,NPTX1,JAKMIP2"
"gene_set_query"	"672"	"POU4F3"	"648.0"	"ARCHS4 Coexpression,1079;Enrichr Queries,826;GTEx Coexpression,39"	"ACAN,PPP1R14A,CXCL10,FOXG1,PLXDC2,CRLF1"
"gene_set_query"	"673"	"THAP1"	"648.2"	"ARCHS4 Coexpression,479;ENCODE ChIP-seq,102;Enrichr Queries,1379;ReMap ChIP-seq,229;GTEx Coexpression,1052"	"SERPINB2,TNFAIP6,PSAT1,ICAM1"
"gene_set_query"	"674"	"ZNF268"	"648.3"	"ARCHS4 Coexpression,624;Enrichr Queries,877;GTEx Coexpression,444"	"CXCL10,SERTAD4,SLITRK5,NID2"
"gene_set_query"	"675"	"ZNF286A"	"648.7"	"ARCHS4 Coexpression,515;Enrichr Queries,881;GTEx Coexpression,550"	"KCND2,PSAT1,FOXG1,TNC"
"gene_set_query"	"676"	"ZNF337"	"649.0"	"ARCHS4 Coexpression,432;Enrichr Queries,1170;GTEx Coexpression,345"	"KCND2,FOXG1,NPTX1,KCTD4,BIRC3"
"gene_set_query"	"677"	"PURA"	"650.0"	"ARCHS4 Coexpression,371;GTEx Coexpression,929"	"RGS4,CDR1"
"gene_set_query"	"678"	"ZNF428"	"651.0"	"ARCHS4 Coexpression,519;Enrichr Queries,1352;GTEx Coexpression,82"	"BEX1,FOXG1,JAKMIP2"
"gene_set_query"	"679"	"ZNF92"	"651.8"	"ARCHS4 Coexpression,597;Enrichr Queries,1078;ReMap ChIP-seq,19;GTEx Coexpression,913"	"C3,NGFR,PPP1R14A,TMEM158,ELN,PADI2,PLXDC2,CD24,CRLF1,BIRC3"
"gene_set_query"	"680"	"NFIA"	"652.3"	"ARCHS4 Coexpression,353;Enrichr Queries,1038;GTEx Coexpression,566"	"PPP1R14A,FOXG1,PLXDC2,JAKMIP2"
"gene_set_query"	"681"	"RBPJ"	"653.4"	"Literature ChIP-seq,33;ARCHS4 Coexpression,1540;Enrichr Queries,944;ReMap ChIP-seq,261;GTEx Coexpression,489"	"PSAT1,DNER,TNFAIP3,GBP2,ICAM1"
"gene_set_query"	"682"	"ZBTB33"	"653.6"	"ARCHS4 Coexpression,1352;ENCODE ChIP-seq,106;Enrichr Queries,1312;ReMap ChIP-seq,243;GTEx Coexpression,255"	"RAB27B,CLDN1,SNORD82"
"gene_set_query"	"683"	"TIGD4"	"654.0"	"ARCHS4 Coexpression,254;Enrichr Queries,105;GTEx Coexpression,1603"	"DPP4,CXCL10,RSAD2,PCDHB2,PSAT1,IL1B,TNC,TNFAIP3,PADI2,CYTIP,BMPR1B,TLR2"
"gene_set_query"	"684"	"HOXD10"	"654.3"	"ARCHS4 Coexpression,522;Enrichr Queries,235;GTEx Coexpression,1206"	"C3,CXCL10,IL6,VCAM1,WIF1,TNC,STC1,HAPLN1"
"gene_set_query"	"685"	"HOXC12"	"654.7"	"ARCHS4 Coexpression,364;Enrichr Queries,824;GTEx Coexpression,776"	"CXCL10,EHF,APOD,STEAP1,CLDN1"
"gene_set_query"	"686"	"E2F4"	"654.8"	"Literature ChIP-seq,121;ARCHS4 Coexpression,816;ENCODE ChIP-seq,21;Enrichr Queries,1224;ReMap ChIP-seq,259;GTEx Coexpression,1488"	"CXCL10,EHF,SRPX2,ANGPT1,PSAT1,FUCA1,SQOR,DNER,TNC,STEAP1,ICAM1,BIRC3"
"gene_set_query"	"687"	"SMAD4"	"655.4"	"Literature ChIP-seq,16;ARCHS4 Coexpression,826;Enrichr Queries,1285;ReMap ChIP-seq,63;GTEx Coexpression,1087"	"PPP1R14A,VCAM1,PARM1,ANGPT1,KCND2,MAOB,FOXG1,SQOR,STC1,PLXDC2,CLDN1,NID2,RGS4,MMP12,SRPX2,TMEM158,PCDHB2,IL1B,SVEP1,BMPR1B,FGF10"
"gene_set_query"	"688"	"HOXC13"	"656.3"	"ARCHS4 Coexpression,1074;Enrichr Queries,297;GTEx Coexpression,598"	"CXCL10,IL6,FOXG1,MMP3,APOD,CLDN1"
"gene_set_query"	"689"	"CDX4"	"657.7"	"ARCHS4 Coexpression,666;Enrichr Queries,549;GTEx Coexpression,758"	"CXCL10,PSAT1,FOXG1,TNC,CLDN1,HAPLN1"
"gene_set_query"	"690"	"TLX1"	"658.3"	"ARCHS4 Coexpression,981;Enrichr Queries,666;GTEx Coexpression,328"	"CXCL6,NGFR,CXCL10,VCAM1,FOXG1"
"gene_set_query"	"691"	"ARID3B"	"660.0"	"ARCHS4 Coexpression,741;GTEx Coexpression,579"	"CYTIP,CD24"
"gene_set_query"	"692"	"NFYC"	"660.7"	"ARCHS4 Coexpression,99;Enrichr Queries,1116;GTEx Coexpression,767"	"VNN2,IL1B,EVI2B,SOD2,TLR2"
"gene_set_query"	"693"	"TBX22"	"662.3"	"ARCHS4 Coexpression,677;Enrichr Queries,85;GTEx Coexpression,1225"	"RGS4,CXCL10,IL6,SRPX2,RSAD2,ANKRD30B,WIF1,FOXG1,TNC,SLITRK5,APOD,FGF10"
"gene_set_query"	"694"	"PRDM14"	"663.0"	"Literature ChIP-seq,68;ARCHS4 Coexpression,346;Enrichr Queries,1401;ReMap ChIP-seq,119;GTEx Coexpression,1381"	"NGFR,PPP1R14A,KCND2,ELN,TM6SF1,SOD2,PSAT1,WIF1,SVEP1,APOD,NPTX1,CD24,CRLF1"
"gene_set_query"	"695"	"ZNF792"	"663.3"	"ARCHS4 Coexpression,370;Enrichr Queries,258;GTEx Coexpression,1362"	"CXCL10,CXCL8,TNFAIP3,RAB27B,GBP2,CYTIP,ICAM1,IFIT2,BIRC3"
"gene_set_query"	"696"	"ZFP92"	"663.7"	"ARCHS4 Coexpression,1239;Enrichr Queries,208;GTEx Coexpression,544"	"CPM,CXCL10,KCND2,RSAD2,IL1B,TNC,TNFAIP3,NPTX1,GBP2"
"gene_set_query"	"697"	"HOXB8"	"664.3"	"ARCHS4 Coexpression,1054;Enrichr Queries,743;GTEx Coexpression,196"	"NGFR,CXCL10,DNER,TNC,PADI2"
"gene_set_query"	"698"	"XBP1"	"665.3"	"ARCHS4 Coexpression,948;Enrichr Queries,780;ReMap ChIP-seq,79;GTEx Coexpression,854"	"MMP7,PSAT1,SAA2,SOD2,ICAM1,BIRC3"
"gene_set_query"	"699"	"ZNF821"	"665.3"	"ARCHS4 Coexpression,102;Enrichr Queries,817;GTEx Coexpression,1077"	"BEX1,PCDHB2,DNER,TNFAIP3,GBP2,IFIT2,JAKMIP2"
"gene_set_query"	"700"	"ZNF799"	"666.0"	"ARCHS4 Coexpression,1473;Enrichr Queries,426;GTEx Coexpression,99"	"C3,CXCL10,VNN1,VNN2,NPTX1,EVI2B,ICAM1,IFIT2"
"gene_set_query"	"701"	"SOX3"	"667.0"	"ARCHS4 Coexpression,769;Enrichr Queries,1043;GTEx Coexpression,189"	"BEX1,FOXG1,DNER,TNC"
"gene_set_query"	"702"	"NEUROG1"	"667.0"	"ARCHS4 Coexpression,187;Enrichr Queries,510;GTEx Coexpression,1304"	"NGFR,CXCL10,PPP1R14A,PCDHB2,FOXG1,IFIT2"
"gene_set_query"	"703"	"ZNF846"	"667.3"	"ARCHS4 Coexpression,809;Enrichr Queries,341;GTEx Coexpression,852"	"CXCL10,GBP2,PLXDC2,ICAM1,IFIT2,BIRC3"
"gene_set_query"	"704"	"ZNF101"	"667.3"	"ARCHS4 Coexpression,1233;Enrichr Queries,134;GTEx Coexpression,635"	"C3,CXCL10,CXCL8,CCL5,TNFAIP3,EVI2B,CYTIP,GBP2,SOD2,BIRC3"
"gene_set_query"	"705"	"ZNF317"	"668.0"	"ARCHS4 Coexpression,206;Enrichr Queries,938;GTEx Coexpression,860"	"TNFAIP3,CYTIP,EVI2B,BIRC3"
"gene_set_query"	"706"	"FOXA3"	"668.0"	"ARCHS4 Coexpression,745;Enrichr Queries,278;GTEx Coexpression,981"	"C3,CXCL10,EHF,PARM1,TNC,GBP2,ICAM1"
"gene_set_query"	"707"	"MSX2"	"668.3"	"ARCHS4 Coexpression,1014;Enrichr Queries,773;GTEx Coexpression,218"	"NGFR,CXCL10,ANGPT1,TNC,CRLF1"
"gene_set_query"	"708"	"ZNF350"	"668.7"	"ARCHS4 Coexpression,1119;Enrichr Queries,172;GTEx Coexpression,715"	"DPP4,CXCL10,CXCL8,TNFAIP3,RAB27B,EVI2B,GBP2,IFIT2,BIRC3"
"gene_set_query"	"709"	"CEBPZ"	"669.4"	"ARCHS4 Coexpression,715;ENCODE ChIP-seq,112;Enrichr Queries,1262;ReMap ChIP-seq,107;GTEx Coexpression,1151"	"C3,SOD2,CD24,ICAM1"
"gene_set_query"	"710"	"ZBTB14"	"669.5"	"ARCHS4 Coexpression,503;GTEx Coexpression,836"	"RAB27B"
"gene_set_query"	"711"	"MECOM"	"669.7"	"Literature ChIP-seq,8;ARCHS4 Coexpression,449;GTEx Coexpression,1552"	"CPM,SERPINB2,ANGPT1,SQOR,TNFAIP3,TM6SF1,PLXDC2,ICAM1,IL6,PSAT1,IL1B,CD24,EVI2B,CRLF1,TLR2,BIRC3"
"gene_set_query"	"712"	"ZNF197"	"670.3"	"ARCHS4 Coexpression,41;Enrichr Queries,1396;ReMap ChIP-seq,154;GTEx Coexpression,1090"	"BEX1,TNFAIP6,RSAD2,TMEM178B,PCDHB2,FOXG1,JAKMIP2"
"gene_set_query"	"713"	"OTX2"	"670.8"	"ARCHS4 Coexpression,1412;Enrichr Queries,841;ReMap ChIP-seq,6;GTEx Coexpression,424"	"CXCL6,EHF,KCND2,FOXG1,TNC,KCTD4,RXFP1,NID2,IFIT2,RGS4,DPP4,NPTX1,LINC02015"
"gene_set_query"	"714"	"HOXC4"	"672.3"	"ARCHS4 Coexpression,893;Enrichr Queries,948;GTEx Coexpression,176"	"CXCL10,ANGPT1,TNC,SVEP1"
"gene_set_query"	"715"	"RARG"	"672.8"	"Literature ChIP-seq,107;ARCHS4 Coexpression,1041;Enrichr Queries,926;GTEx Coexpression,617"	"TNFAIP3,CLDN1,NID2,ICAM1"
"gene_set_query"	"716"	"TLX3"	"673.3"	"ARCHS4 Coexpression,920;Enrichr Queries,667;GTEx Coexpression,433"	"NGFR,KCND2,FOXG1,NPTX1"
"gene_set_query"	"717"	"VSX1"	"673.7"	"ARCHS4 Coexpression,756;Enrichr Queries,995;GTEx Coexpression,270"	"KCND2,FOXG1,APOD,NPTX1"
"gene_set_query"	"718"	"DNTTIP1"	"674.0"	"ARCHS4 Coexpression,1058;GTEx Coexpression,290"	"EVI2B,TLR2"
"gene_set_query"	"719"	"DUXA"	"674.7"	"ARCHS4 Coexpression,1396;Enrichr Queries,606;GTEx Coexpression,22"	"C3,ACAN,PPP1R14A,CXCL10,FOXG1,CCL5,PLXDC2,CRLF1"
"gene_set_query"	"720"	"NHLH1"	"675.3"	"ARCHS4 Coexpression,857;Enrichr Queries,559;GTEx Coexpression,610"	"RGS4,NGFR,DNER,TNC,EVI2B"
"gene_set_query"	"721"	"HESX1"	"676.7"	"ARCHS4 Coexpression,803;Enrichr Queries,96;GTEx Coexpression,1131"	"DPP4,CXCL10,IL6,TNFAIP6,RSAD2,CCL5,TNFAIP3,SERPING1,GBP2,CD24,ICAM1,IFIT2"
"gene_set_query"	"722"	"ETV4"	"676.8"	"ARCHS4 Coexpression,654;Enrichr Queries,458;ReMap ChIP-seq,189;GTEx Coexpression,1406"	"C3,CXCL10,CCL20,PSAT1,TNC,STC1,CLDN1"
"gene_set_query"	"723"	"FOXB2"	"677.0"	"ARCHS4 Coexpression,838;Enrichr Queries,985;GTEx Coexpression,208"	"BEX1,FOXG1,DNER"
"gene_set_query"	"724"	"FOXI1"	"677.7"	"ARCHS4 Coexpression,1068;Enrichr Queries,225;GTEx Coexpression,740"	"C3,CXCL10,EHF,IL6,MMP7,WIF1,TNC,CLDN1"
"gene_set_query"	"725"	"HOXB2"	"678.0"	"ARCHS4 Coexpression,754;Enrichr Queries,569;GTEx Coexpression,711"	"RGS4,CXCL10,IL6,CCL5,TNC,GBP2"
"gene_set_query"	"726"	"HOXC11"	"678.5"	"ARCHS4 Coexpression,768;Enrichr Queries,1001;ReMap ChIP-seq,294;GTEx Coexpression,651"	"CXCL10,SERTAD4,ANGPT1"
"gene_set_query"	"727"	"KLF14"	"679.0"	"ARCHS4 Coexpression,917;Enrichr Queries,441"	"CPM,NGFR,CXCL10,FOXG1,NPTX1"
"gene_set_query"	"728"	"HINFP"	"679.0"	"ARCHS4 Coexpression,1430;ReMap ChIP-seq,65;GTEx Coexpression,542"	"C3,PPP1R14A,BEX1,TNFAIP3,NPTX1"
"gene_set_query"	"729"	"ZHX1"	"680.3"	"ARCHS4 Coexpression,861;Enrichr Queries,1104;ReMap ChIP-seq,209;GTEx Coexpression,547"	"C3,ANGPT1,PSAT1,ICAM1"
"gene_set_query"	"730"	"BRF2"	"680.3"	"ARCHS4 Coexpression,1073;ReMap ChIP-seq,149;GTEx Coexpression,819"	"TMEM158,BIRC3"
"gene_set_query"	"731"	"PITX1"	"681.0"	"ARCHS4 Coexpression,947;Enrichr Queries,766;GTEx Coexpression,330"	"CXCL10,EHF,SERPINB2,TNC"
"gene_set_query"	"732"	"RARB"	"682.0"	"Literature ChIP-seq,102;ARCHS4 Coexpression,593;Enrichr Queries,525;GTEx Coexpression,1508"	"RGS4,CXCL10,CPM,NGFR,VCAM1,ANGPT1,TNC,EVI2B,NID2,SNORD82"
"gene_set_query"	"733"	"FOXI2"	"682.3"	"ARCHS4 Coexpression,637;Enrichr Queries,999;GTEx Coexpression,411"	"EHF,SERPINB2,TMEM178B,FOXG1"
"gene_set_query"	"734"	"RLF"	"682.7"	"ARCHS4 Coexpression,504;Enrichr Queries,1166;GTEx Coexpression,378"	"TNFAIP3,CYTIP"
"gene_set_query"	"735"	"ZSCAN4"	"683.0"	"ARCHS4 Coexpression,1362;Enrichr Queries,51;GTEx Coexpression,636"	"CXCL6,EHF,CXCL8,SERPINB2,RSAD2,MMP1,CCL20,TNFAIP3,CLDN1,MMP12,C3,CXCL10,IL6,BIRC3"
"gene_set_query"	"736"	"NR2C2"	"684.2"	"ARCHS4 Coexpression,910;ENCODE ChIP-seq,110;Enrichr Queries,1239;ReMap ChIP-seq,195;GTEx Coexpression,967"	"C3,ICAM1"
"gene_set_query"	"737"	"LBX2"	"684.7"	"ARCHS4 Coexpression,225;Enrichr Queries,776;GTEx Coexpression,1053"	"NGFR,CXCL10,CXCL8,SERPINB2,TNFAIP6,ICAM1"
"gene_set_query"	"738"	"ZBTB2"	"685.0"	"ARCHS4 Coexpression,162;Enrichr Queries,1095;GTEx Coexpression,798"	"BEX1,TNFAIP3,CYTIP"
"gene_set_query"	"739"	"SIX1"	"685.0"	"ARCHS4 Coexpression,721;Enrichr Queries,267;GTEx Coexpression,1067"	"CXCL10,IL6,VCAM1,PSAT1,WIF1,TNC,GBP2,IFIT2"
